OTU_ID,April_150m_DNA,July_DCM_DNA,April_890m_DNA,Oct_DCM_DNA,Oct_150m_DNA,July_150m_DNA,April_150m_cDNA,July_150m_cDNA,Jan_DCM_DNA,Jan_150m_DNA,April_CAT_DNA,April_5m_DNA,July_POLA_DNA,July_CAT_DNA,July_5m_DNA,April_5m_cDNA,July_CAT_cDNA,July_5m_cDNA,Oct_CAT_DNA,April_CAT_cDNA,Oct_POLA_DNA,Oct_5m_DNA,Oct_CAT_cDNA,Oct_5m_cDNA,Jan_CAT_DNA,Jan_5m_DNA,Jan_POLA_DNA,Jan_5m_cDNA,April_DCM_DNA,Jan_CAT_cDNA,July_DCM_cDNA,April_DCM_cDNA,Oct_150m_cDNA,Jan_DCM_cDNA,Jan_150m_cDNA,April_POLA_cDNA,July_POLA_cDNA,April_POLA_DNA,Oct_POLA_cDNA,Jan_POLA_cDNA,July_890m_DNA,July_890m_cDNA,Oct_DCM_cDNA,Jan_890m_DNA,Jan_890m_cDNA,Oct_890m_DNA,Oct_890m_cDNA,April_890m_cDNA,taxonomy
FJ537317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Chrysophyceae; __E222; __; __
FJ537311,5,1,5,52,18,14,430,355,84,61,18,6,0,0,0,34,3,2,2,23,3,6,3,2,25,20,34,40,4,15,0,61,487,178,847,0,0,0,1,12,4,149,107,10,50,0,31,90,Eukaryota; __Haptophyta; __Prymnesiophyceae
GU825135,19,0,0,0,1,37,163,82,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Radiolaria; __RAD B; __; __
HM853806,0,0,1,2,0,0,2,6,8,0,1,4,94,20,98,6,1,0,2,1,9,8,0,2,4,2,1,2,0,0,0,0,4,0,0,0,0,0,1,2,7,1,0,0,1,0,0,1,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Dinophysiales
JN705521,508,9617,1877,981,366,1053,1253,3313,3388,2664,1470,4624,2795,2490,10800,2954,132,318,772,912,2818,1426,92,396,2003,3120,2176,1330,870,422,1186,1847,2599,991,2183,1187,435,5079,554,756,2301,1640,340,1285,1396,3216,3985,2218,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae
JN705523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Eukaryota; __Stramenopiles; __Pirsonia; __; __; __
GU355678,0,0,0,0,1,28,75,84,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,4,0,4,159,0,93,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Noctilucales; __Abedinium; __
EF172968,55,45,122,47,16,51,12,19,64,104,31,116,151,14,358,46,0,8,88,3,47,206,4,2,22,74,18,4,48,4,6,11,16,2,22,0,2,1,0,3,155,32,9,23,35,863,236,52,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Amoebophrya; __
GU824425,11,5,5,0,5,15,2,4,2,119,4,0,3,0,70,2,0,0,0,0,0,0,0,0,1,2,5,0,29,0,0,1,0,0,0,0,0,4,0,0,6,0,0,2,0,5,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
GU819824,0,0,4,0,3,24,0,2,13,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group I; __
FJ032682,0,0,0,9,1,5,0,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Radiolaria; __Polycystinea; __Nassellaria; __Ceratospyris
EU502912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Perkinsidae; __Parvilucifera; __
DQ779662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota; __Metazoa; __Annelida; __; __; __
GU820504,0,0,0,0,3,0,2,6,4,0,4,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,2,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
GU820503,0,0,0,2,0,0,0,0,24,0,4,4,1,0,0,2,0,0,12,0,6,2,0,0,0,22,0,10,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
FJ000262,0,0,284,1,2,30,242,1039,10,49,0,0,0,0,0,0,0,2,1,1,0,0,6,18,0,0,16,16,1,8,0,5,368,38,862,0,0,0,5,11,882,6638,8,93,39471,1679,37061,3950,Eukaryota; __Alveolata; __Ciliophora; __Litostomatea; __Mesodiniidae; __
DQ779667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Annelida; __; __; __
GU476464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota; __Chloroplastida; __Phragmoplastophyta; __Coniferophyta; __Coniferales; __Podocarpus
AY620341,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota; __Rhizaria; __Cercozoa; __Thecofilosea; __uncultured; __
AY620340,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Cercozoa; __Thecofilosea; __Cryomonadida
AB275039,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-12; __; __; __
AB275036,0,0,0,0,0,0,3,0,0,0,2,70,0,0,0,112,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Pirsonia; __; __; __
AB275034,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,16,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,150,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Diatomea; __Bacillariophytina; __Mediophyceae; __Chaetoceros
AB275035,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota; __Stramenopiles; __Bolidomonas; __; __; __
AB275030,1,9,0,3,1,0,123,1,7,0,0,42,0,0,342,120,0,162,0,1,1,30,0,6,1,0,2,0,14,0,0,83,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __uncultured
EF526989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,20,6,0,5,27,0,0,0,19,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __uncultured
EF526986,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,8,0,21,292,0,1,78,0,39,68,Eukaryota; __Stramenopiles; __Chrysophyceae; __LG21-05; __; __
GU820728,230,0,0,0,29,51,8,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
DQ386745,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group I; __
DQ386747,1,1,0,1,0,3,2,0,5,6,12,6,23,0,4,0,0,2,7,1,62,20,0,0,0,8,45,4,0,0,0,1,5,2,4,3,9,88,14,5,0,0,1,4,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae; __Karlodinium
DQ386740,20,8,50,4,11,37,22,87,40,30,12,54,12,0,0,26,0,0,4,8,37,4,2,0,22,78,25,22,13,1,0,24,23,3,14,1,6,1,10,3,128,21,3,7,11,150,16,23,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Amoebophrya; __
DQ386742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group I; __
DD408157,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Craniata; __Mammalia; __; __
DQ386748,11,82,2,32,0,19,1,0,884,7,245,502,586,827,2310,94,16,30,857,49,190,682,25,18,534,806,188,16,6,10,1,1,0,4,0,5,27,10,35,12,0,0,0,20,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae
JN020233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Eukaryota; __Chloroplastida; __Trebouxiophyceae; __; __; __
EU793772,0,0,0,0,15,0,1,1,47,0,3,18,11,0,0,0,0,0,0,0,7,0,0,0,17,28,28,10,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Amoebophrya; __
AY665045,144,1062,54,931,24,91,8,26,1504,266,994,2118,324,104,766,222,3,18,1156,84,85,1446,11,34,941,2048,432,156,156,30,12,35,88,60,68,1,8,18,14,17,39,1,33,100,2,2,10,13,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae
AY665046,3,0,0,0,2,8,16,67,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Radiolaria; __RAD B; __; __
AY665049,1,0,12,0,0,4,82,244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,9,1,0,0,0,0,339,2901,0,10,615,64,333,25,Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Prostomatea; __Cryptocaryon
U50967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Annelida; __; __; __
EF100245,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Cercozoa; __Silicofilosea; __p15D09; __
EF100246,24,2,10,11,8,17,160,116,4,21,5,24,6,0,14,100,5,0,13,1,3,92,7,28,1,2,4,8,12,2,2,60,50,2,16,104,3,10,3,2,1,4,4,0,0,12,9,18,Eukaryota; __Rhizaria; __Cercozoa; __Silicofilosea; __Thaumatomonadida; __D2P04A09
FJ032680,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Halostylodinium; __
EU793791,4,2,0,65,0,0,0,0,5,0,430,40,6,83,118,16,25,4,385,48,7,1628,31,126,24,2,17,4,1,0,0,0,0,2,0,0,0,1,1,1,0,0,2,2,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
EU793790,3,0,0,2,7,0,1,0,33,151,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,4,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group V; __
EU446309,0,0,0,0,0,0,4,45,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,70,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Litostomatea; __Mesodiniidae; __
EU446302,3,0,0,0,3,11,156,416,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0,192,0,0,0,0,0,9,11,0,0,10,0,1,38,Eukaryota; __Alveolata; __Ciliophora; __Litostomatea; __Mesodiniidae; __
L24091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Chloroplastida; __Phragmoplastophyta; __Gnetophyta; __Ephedrales; __Ephedra
GU824559,0,0,0,0,0,0,1,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
DQ103880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales
FJ914424,1,0,0,23,0,5,27,0,288,0,19,8,11,0,0,6,0,0,0,1,5,0,0,0,11,68,0,10,24,6,0,0,0,86,0,0,4,0,1,0,0,0,11,0,0,0,0,1,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Gymnodiniphycidae; __Erythropsidinium
GQ863781,0,1,1,0,0,0,8,20,1,5,0,0,0,0,0,0,0,0,0,0,10,4,3,4,0,0,16,6,0,0,1,3,11,0,6,2,3,2,28,11,3,7,0,6,3,0,1,5,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
GQ863782,0,0,0,0,3,0,7,42,4,8,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,2,0,2,0,1,12,2,10,0,0,0,0,0,0,0,1,1,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
GQ863784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Labyrinthulomycetes; __HE001005.112; __; __
GQ863785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,5,20,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
GQ863789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
JN811199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,0,0,2,0,0,Eukaryota; __Rhizaria; __Radiolaria; __Acantharia; __Chaunocanthida; __
AY485475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Diatomea; __Coscinodiscophytina; __Fragilariales
AY485470,1,0,3,1,0,0,0,0,1,0,21,70,0,2,20,216,2,18,91,14,1,24,26,12,17,12,33,0,7,5,0,17,0,0,0,3,0,0,0,12,0,0,0,18,0,0,0,6,Eukaryota; __Stramenopiles; __Diatomea; __Coscinodiscophytina; __Rhizosolenids; __Proboscia
AB478414,0,1,0,0,5,0,0,23,0,0,0,0,76,137,712,0,388,772,298,2,136,846,178,616,38,1346,98,2308,0,19,1,0,82,0,7,0,46,0,302,19,0,38,0,34,9,3,4,0,Eukaryota; __Haptophyta; __Prymnesiophyceae; __Prymnesiales; __Braarudosphaera; __
FJ000075,95,0,1,0,14,128,523,466,0,802,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,205,0,719,0,0,0,0,1,0,9,0,0,8,0,0,2,Eukaryota; __Alveolata; __Ciliophora; __Conthreep; __Oligohymenophorea; __uncultured
JN825699,0,0,0,0,0,0,1,0,0,0,0,0,96,0,0,22,0,0,0,0,12,0,0,0,0,0,91,0,45,0,0,54,0,0,0,11,19,0,20,4,0,0,0,3,0,0,0,0,Eukaryota; __Metazoa; __Rotifera; __; __; __
FJ000073,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1,1,Eukaryota; __Rhizaria; __Radiolaria; __Polycystinea; __Spumellaria; __Ssp-05
FJ153656,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Fungi; __Basidiomycota; __Cystobasidiomycetes; __; __
FJ000079,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,5,0,1,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Oligotrichia; __uncultured
FJ000271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae
GU823299,0,0,0,6,0,0,1,1,3,0,7,20,4,95,58,36,230,70,22,22,0,18,8,46,30,8,0,46,0,57,0,2,11,32,13,0,0,0,2,0,0,0,4,0,0,0,0,0,Eukaryota; __Stramenopiles; __MAST-1; __MAST-1 A; __; __
FJ000275,0,0,0,0,5,1,5,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,0,0,0,0,4,11,0,0,4,12,6,7,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
GU823292,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Dictyochophyceae; __NIF-1D10; __; __
JN811220,8,0,0,0,9,11,21,13,1,25,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,12,0,0,0,0,7,0,0,1,11,0,2,0,0,Eukaryota; __Rhizaria; __Radiolaria; __Acantharia; __Chaunocanthida; __Amphiacon
JN811225,6,0,0,0,51,57,5,19,0,10,0,0,0,3,0,46,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,42,20,0,3,0,0,0,0,0,12,0,1,0,0,0,0,0,Eukaryota; __Rhizaria; __Radiolaria; __Acantharia; __Chaunocanthida; __
AB505506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,1,7,Eukaryota; __Discoba; __Jakobida; __RM1-SGM49; __; __
AY485500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota; __Stramenopiles; __Diatomea; __Bacillariophytina; __Bacillariophyceae
AF100946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Porifera; __Demospongiae; __; __
AF100944,31,0,22,10,273,14,69,11,2,0,0,198,1,0,0,300,0,2,0,0,51,10,0,0,0,0,1,0,28,0,0,182,595,0,3,15,0,5,41,0,82,13,0,0,0,5,5,4,Eukaryota; __Metazoa; __Ctenophora; __; __; __
EU793405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Peridiniphycidae; __Protoperidinium
GU822072,10,0,0,8,23,12,2,0,109,26,0,0,5,0,0,0,0,0,49,0,14,164,0,0,49,64,0,2,0,1,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group I; __
GU822077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Eukaryota; __Rhizaria; __Cercozoa; __Endomyxa; __Novel Clade Endo-4; __
GQ365861,0,147,0,36,0,0,0,3,54,0,4,4,1,11,0,36,1,2,35,22,6,38,7,6,6,16,8,14,1,2,79,10,1,32,1,0,0,0,13,1,0,3,39,2,0,0,0,0,Eukaryota; __Telonema; __Incertae Sedis; __; __; __
GU823070,0,0,0,2,3,12,4,96,2,10,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,21,5,14,0,0,0,0,0,0,4,5,0,0,0,0,1,Eukaryota; __Stramenopiles; __MAST-3; __; __; __
FJ997213,33,0,3,2,5,37,14,22,46,17,25,0,0,18,0,4,19,4,41,2,0,44,29,80,3,0,10,4,1,1,0,0,4,4,2,0,0,0,0,0,33,0,0,0,0,3,3,0,Eukaryota; __Chloroplastida; __Prasinophytae; __Prasinoderma; __; __
HQ015387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota; __Metazoa; __Urochordata; __Ascidiacea; __; __
HQ015382,0,1,0,0,0,0,0,0,29,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,Eukaryota; __Metazoa; __Urochordata; __Ascidiacea; __; __
AY143572,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Ciliophora; __Spirotrichea; __Choreotrichia; __Favella
GU822253,1,2,0,0,1,0,0,8,26,37,0,4,0,0,0,52,1,0,0,0,0,0,0,0,3,14,1,14,7,3,0,26,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Rhizaria; __Radiolaria; __Acantharia; __Arthracanthida; __
AY340590,5,0,0,0,1,3,19,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Ellobiopsidae; __Thalassomyces; __
GU825450,0,0,0,0,17,58,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales
U27498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,20,44,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,4,0,0,0,0,Eukaryota; __Alveolata; __Dinoflagellata; __Dinophyceae; __Peridiniphycidae; __Alexandrium
FJ000099,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,1,18,1,6,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
L12416,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; __Metazoa; __Urochordata; __Ascidiacea; __; __
FJ000096,52,33,888,8,36,30,288,356,1,96,0,6,2,3,0,6,0,10,1,0,2,0,1,0,0,0,3,6,3,3,9,11,260,6,140,0,4,3,2,2,2184,2779,13,157,5628,5383,10281,2899,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group III; __
GU825638,0,0,1,0,3,2,0,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,1,0,73,0,0,Eukaryota; __Rhizaria; __Radiolaria; __Acantharia; __SSRPB68; __
GU819652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,8,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
AACY020216037,0,28,0,1,2,0,0,2,22,8,71,4,8,3,18,8,2,2,88,30,18,388,12,62,88,282,5,104,0,12,0,0,0,6,0,0,4,0,1,0,0,0,0,1,1,0,0,1,Eukaryota; __Alveolata; __Protalveolata; __Syndiniales; __Syndiniales Group II; __
