type,id,attributes.accession,attributes.pipeline-version,attributes.experiment-type,attributes.analysis-status,attributes.analysis-summary,attributes.is-private,attributes.last-update,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.study.data.id,relationships.study.data.type,relationships.run.data.id,relationships.run.data.type,relationships.sample.data.id,relationships.sample.data.type
analysis-jobs,MGYA00776849,MGYA00776849,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '49527'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '44347'}, {'key': 'Nucleotide sequences after length filtering', 'value': '44347'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '44347'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '39049'}]",False,2024-07-29T08:53:34.987308,2024-07-29T08:53:34,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717085,runs,SRS5841475,samples
analysis-jobs,MGYA00776850,MGYA00776850,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '42371'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '37851'}, {'key': 'Nucleotide sequences after length filtering', 'value': '37851'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '37851'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32422'}]",False,2024-07-29T08:53:49.622584,2024-07-29T08:53:48,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717083,runs,SRS5841473,samples
analysis-jobs,MGYA00776851,MGYA00776851,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '50343'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '44634'}, {'key': 'Nucleotide sequences after length filtering', 'value': '44634'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '44634'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '37623'}]",False,2024-07-29T08:54:02.666504,2024-07-29T08:54:01,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717080,runs,SRS5841478,samples
analysis-jobs,MGYA00776852,MGYA00776852,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '58155'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '50829'}, {'key': 'Nucleotide sequences after length filtering', 'value': '50829'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '50829'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '34628'}]",False,2024-07-29T08:54:16.379366,2024-07-29T08:54:15,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717076,runs,SRS5841482,samples
analysis-jobs,MGYA00776853,MGYA00776853,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38938'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34551'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34551'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34551'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29554'}]",False,2024-07-29T08:54:29.526087,2024-07-29T08:54:28,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717074,runs,SRS5841484,samples
analysis-jobs,MGYA00776854,MGYA00776854,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '45286'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '40168'}, {'key': 'Nucleotide sequences after length filtering', 'value': '40168'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '40168'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '35290'}]",False,2024-07-29T08:54:42.641088,2024-07-29T08:54:41,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717072,runs,SRS5841487,samples
analysis-jobs,MGYA00776855,MGYA00776855,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '57471'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '51022'}, {'key': 'Nucleotide sequences after length filtering', 'value': '51022'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '51022'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '45386'}]",False,2024-07-29T08:54:58.841969,2024-07-29T08:54:57,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717071,runs,SRS5841485,samples
analysis-jobs,MGYA00776856,MGYA00776856,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '11581'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '8667'}, {'key': 'Nucleotide sequences after length filtering', 'value': '8667'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '8667'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '7324'}]",False,2024-07-29T08:55:13.717483,2024-07-29T08:55:12,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717070,runs,SRS5841489,samples
analysis-jobs,MGYA00776857,MGYA00776857,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '47052'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '42293'}, {'key': 'Nucleotide sequences after length filtering', 'value': '42293'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '42293'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '37921'}]",False,2024-07-29T08:55:27.298373,2024-07-29T08:55:26,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717068,runs,SRS5841491,samples
analysis-jobs,MGYA00776858,MGYA00776858,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38499'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34280'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34280'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34280'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30907'}]",False,2024-07-29T08:55:41.042719,2024-07-29T08:55:40,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717065,runs,SRS5841494,samples
analysis-jobs,MGYA00776859,MGYA00776859,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '56756'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '51108'}, {'key': 'Nucleotide sequences after length filtering', 'value': '51108'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '51108'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '39219'}]",False,2024-07-29T08:55:54.199823,2024-07-29T08:55:53,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717062,runs,SRS5841496,samples
analysis-jobs,MGYA00776860,MGYA00776860,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '52100'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '46639'}, {'key': 'Nucleotide sequences after length filtering', 'value': '46639'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '46639'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '41058'}]",False,2024-07-29T08:56:08.513751,2024-07-29T08:56:07,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717059,runs,SRS5841500,samples
analysis-jobs,MGYA00776861,MGYA00776861,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '46640'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '41258'}, {'key': 'Nucleotide sequences after length filtering', 'value': '41258'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '41258'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '36834'}]",False,2024-07-29T08:56:22.476734,2024-07-29T08:56:21,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717057,runs,SRS5841502,samples
analysis-jobs,MGYA00776862,MGYA00776862,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '45088'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '39054'}, {'key': 'Nucleotide sequences after length filtering', 'value': '39054'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '39054'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '31449'}]",False,2024-07-29T08:56:35.982803,2024-07-29T08:56:35,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717048,runs,SRS5841509,samples
analysis-jobs,MGYA00776863,MGYA00776863,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '45992'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '39850'}, {'key': 'Nucleotide sequences after length filtering', 'value': '39850'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '39850'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30797'}]",False,2024-07-29T08:56:49.390778,2024-07-29T08:56:48,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717047,runs,SRS5841515,samples
analysis-jobs,MGYA00776864,MGYA00776864,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '25575'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '22119'}, {'key': 'Nucleotide sequences after length filtering', 'value': '22119'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '22119'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '17885'}]",False,2024-07-29T08:57:01.921051,2024-07-29T08:57:01,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717045,runs,SRS5841514,samples
analysis-jobs,MGYA00776865,MGYA00776865,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '34765'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30514'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30514'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30514'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '18174'}]",False,2024-07-29T08:57:16.179751,2024-07-29T08:57:15,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717044,runs,SRS5841511,samples
analysis-jobs,MGYA00776866,MGYA00776866,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '48668'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '42140'}, {'key': 'Nucleotide sequences after length filtering', 'value': '42140'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '42140'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32886'}]",False,2024-07-29T08:57:28.771693,2024-07-29T08:57:27,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717041,runs,SRS5841516,samples
analysis-jobs,MGYA00776867,MGYA00776867,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '26867'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '23297'}, {'key': 'Nucleotide sequences after length filtering', 'value': '23297'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '23297'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '19657'}]",False,2024-07-29T08:57:42.236739,2024-07-29T08:57:41,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717040,runs,SRS5841519,samples
analysis-jobs,MGYA00776868,MGYA00776868,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '49231'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '42679'}, {'key': 'Nucleotide sequences after length filtering', 'value': '42679'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '42679'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '35250'}]",False,2024-07-29T08:57:54.931746,2024-07-29T08:57:54,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717039,runs,SRS5841518,samples
analysis-jobs,MGYA00776869,MGYA00776869,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '50559'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '44156'}, {'key': 'Nucleotide sequences after length filtering', 'value': '44156'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '44156'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29766'}]",False,2024-07-29T08:58:08.926366,2024-07-29T08:58:08,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717038,runs,SRS5841521,samples
analysis-jobs,MGYA00776870,MGYA00776870,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '36025'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '31002'}, {'key': 'Nucleotide sequences after length filtering', 'value': '31002'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '31002'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24697'}]",False,2024-07-29T08:58:23.027171,2024-07-29T08:58:22,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717037,runs,SRS5841523,samples
analysis-jobs,MGYA00776871,MGYA00776871,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '30893'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '26632'}, {'key': 'Nucleotide sequences after length filtering', 'value': '26632'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '26632'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '21474'}]",False,2024-07-29T08:58:35.458207,2024-07-29T08:58:34,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717036,runs,SRS5841520,samples
analysis-jobs,MGYA00776872,MGYA00776872,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '40475'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34860'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34860'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34860'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28669'}]",False,2024-07-29T08:58:48.396177,2024-07-29T08:58:47,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717035,runs,SRS5841522,samples
analysis-jobs,MGYA00776873,MGYA00776873,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '40776'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '35426'}, {'key': 'Nucleotide sequences after length filtering', 'value': '35426'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '35426'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '26543'}]",False,2024-07-29T08:59:02.074426,2024-07-29T08:59:01,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717032,runs,SRS5841529,samples
analysis-jobs,MGYA00776874,MGYA00776874,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '32035'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27774'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27774'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27774'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '22450'}]",False,2024-07-29T08:59:15.371856,2024-07-29T08:59:14,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717029,runs,SRS5841527,samples
analysis-jobs,MGYA00776875,MGYA00776875,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38025'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '33060'}, {'key': 'Nucleotide sequences after length filtering', 'value': '33060'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '33060'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '27815'}]",False,2024-07-29T08:59:30.262221,2024-07-29T08:59:29,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717028,runs,SRS5841532,samples
analysis-jobs,MGYA00776876,MGYA00776876,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '32601'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28314'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28314'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28314'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23104'}]",False,2024-07-29T08:59:43.673604,2024-07-29T08:59:42,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717026,runs,SRS5841531,samples
analysis-jobs,MGYA00776877,MGYA00776877,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '33512'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '29658'}, {'key': 'Nucleotide sequences after length filtering', 'value': '29658'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '29658'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24458'}]",False,2024-07-29T08:59:57.457292,2024-07-29T08:59:56,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717020,runs,SRS5841537,samples
analysis-jobs,MGYA00776878,MGYA00776878,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '46969'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '40104'}, {'key': 'Nucleotide sequences after length filtering', 'value': '40104'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '40104'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '34053'}]",False,2024-07-29T09:00:11.160991,2024-07-29T09:00:10,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717015,runs,SRS5841545,samples
analysis-jobs,MGYA00776879,MGYA00776879,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '44701'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '38591'}, {'key': 'Nucleotide sequences after length filtering', 'value': '38591'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '38591'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32346'}]",False,2024-07-29T09:00:24.695966,2024-07-29T09:00:23,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717012,runs,SRS5841546,samples
analysis-jobs,MGYA00776880,MGYA00776880,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '33342'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '29528'}, {'key': 'Nucleotide sequences after length filtering', 'value': '29528'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '29528'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '26214'}]",False,2024-07-29T09:00:39.024317,2024-07-29T09:00:37,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717009,runs,SRS5841549,samples
analysis-jobs,MGYA00776881,MGYA00776881,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '33426'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28862'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28862'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28862'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24043'}]",False,2024-07-29T09:00:52.273806,2024-07-29T09:00:51,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717007,runs,SRS5841551,samples
analysis-jobs,MGYA00776882,MGYA00776882,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '52947'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '45610'}, {'key': 'Nucleotide sequences after length filtering', 'value': '45610'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '45610'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '34415'}]",False,2024-07-29T09:01:05.068164,2024-07-29T09:01:04,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717006,runs,SRS5841552,samples
analysis-jobs,MGYA00776883,MGYA00776883,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '15889'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '13782'}, {'key': 'Nucleotide sequences after length filtering', 'value': '13782'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '13782'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '11525'}]",False,2024-07-29T09:01:17.801730,2024-07-29T09:01:16,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717005,runs,SRS5841553,samples
analysis-jobs,MGYA00776884,MGYA00776884,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '40305'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34560'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34560'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34560'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28127'}]",False,2024-07-29T09:01:30.474110,2024-07-29T09:01:29,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10717004,runs,SRS5841554,samples
analysis-jobs,MGYA00776885,MGYA00776885,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '29240'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '25726'}, {'key': 'Nucleotide sequences after length filtering', 'value': '25726'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '25726'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '25704'}]",False,2024-07-29T09:01:44.918291,2024-07-29T09:01:44,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716994,runs,SRS5841562,samples
analysis-jobs,MGYA00776886,MGYA00776886,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '14113'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '12568'}, {'key': 'Nucleotide sequences after length filtering', 'value': '12568'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '12568'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '12562'}]",False,2024-07-29T09:01:57.927586,2024-07-29T09:01:56,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716989,runs,SRS5841578,samples
analysis-jobs,MGYA00776887,MGYA00776887,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '19435'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '17009'}, {'key': 'Nucleotide sequences after length filtering', 'value': '17009'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '17009'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '17001'}]",False,2024-07-29T09:02:11.021472,2024-07-29T09:02:10,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716983,runs,SRS5841572,samples
analysis-jobs,MGYA00776888,MGYA00776888,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '27705'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '24580'}, {'key': 'Nucleotide sequences after length filtering', 'value': '24580'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '24580'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24574'}]",False,2024-07-29T09:02:24.292565,2024-07-29T09:02:23,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716982,runs,SRS5841573,samples
analysis-jobs,MGYA00776889,MGYA00776889,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '35231'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '31123'}, {'key': 'Nucleotide sequences after length filtering', 'value': '31123'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '31123'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '31107'}]",False,2024-07-29T09:02:38.078738,2024-07-29T09:02:37,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716980,runs,SRS5841577,samples
analysis-jobs,MGYA00776890,MGYA00776890,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '24392'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '21507'}, {'key': 'Nucleotide sequences after length filtering', 'value': '21507'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '21507'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '21498'}]",False,2024-07-29T09:02:53.144340,2024-07-29T09:02:52,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716979,runs,SRS5841580,samples
analysis-jobs,MGYA00776891,MGYA00776891,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '20235'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '17837'}, {'key': 'Nucleotide sequences after length filtering', 'value': '17837'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '17837'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '17836'}]",False,2024-07-29T09:03:06.495629,2024-07-29T09:03:05,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716974,runs,SRS5841585,samples
analysis-jobs,MGYA00776892,MGYA00776892,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '29185'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '26095'}, {'key': 'Nucleotide sequences after length filtering', 'value': '26095'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '26095'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '26091'}]",False,2024-07-29T09:03:19.367013,2024-07-29T09:03:18,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716973,runs,SRS5841586,samples
analysis-jobs,MGYA00776893,MGYA00776893,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '21924'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '19378'}, {'key': 'Nucleotide sequences after length filtering', 'value': '19378'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '19378'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '19373'}]",False,2024-07-29T09:03:32.757783,2024-07-29T09:03:31,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716969,runs,SRS5841589,samples
